frequency,amb,flag,channel
776.2,6.13e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
776.3,5.93e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
776.4,5.78e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
776.5,5.66e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
776.6,5.51e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
776.7,5.29e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
776.8,5.11e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
776.9,5.05e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
777.0,5.3e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
777.1,5.46e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
777.2,5.61e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
777.3,5.8e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
777.4,6.01e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
777.5,4.95e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
777.6,4.97e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
777.7,5.06e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
777.8,5.09e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
777.9,5.15e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
778.0,5.15e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
782.0,4.71e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
782.1,4.79e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
782.2,4.85e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
782.3,4.98e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
782.4,5.11e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
782.5,5.2e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
782.6,5.29e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
782.7,5.39e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
782.8,5.52e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
782.9,5.71e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
783.0,6e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
783.1,6.16e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
783.2,6.42e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
783.3,6.58e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
783.4,6.81e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
783.5,3.32e-21,Upper Limit,L1:PEM-EY_ACC_BSC5_ETMY_Y
783.6,3.24e-21,Upper Limit,L1:PEM-EY_ACC_BSC5_ETMY_Y
783.7,3.14e-21,Upper Limit,L1:PEM-EY_ACC_BSC5_ETMY_Y
783.8,3.03e-21,Upper Limit,L1:PEM-EY_ACC_BSC5_ETMY_Y
783.9,2.9e-21,Upper Limit,L1:PEM-EY_ACC_BSC5_ETMY_Y
784.0,2.82e-21,Upper Limit,L1:PEM-EY_ACC_BSC5_ETMY_Y
784.1,2.76e-21,Upper Limit,L1:PEM-EY_ACC_BSC5_ETMY_Y
784.2,2.68e-21,Upper Limit,L1:PEM-EY_ACC_BSC5_ETMY_Y
784.3,2.66e-21,Upper Limit,L1:PEM-EY_ACC_BSC5_ETMY_Y
784.4,2.69e-21,Upper Limit,L1:PEM-CS_ACC_HAM6_OMC_X
784.5,2.81e-21,Upper Limit,L1:PEM-CS_ACC_HAM6_OMC_X
784.6,2.88e-21,Upper Limit,L1:PEM-CS_ACC_HAM6_OMC_X
784.7,2.93e-21,Upper Limit,L1:PEM-CS_ACC_HAM6_OMC_X
784.8,6.28e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
784.9,6.18e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
785.0,6.14e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
785.1,6.15e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
785.2,6.07e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
785.3,5.99e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
785.4,5.98e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
785.5,5.97e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
785.6,6e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
785.7,5.84e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
785.8,5.84e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
785.9,6.79e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
786.0,6.62e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
786.1,6.36e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
786.2,7.19e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
786.3,7e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
786.4,6.98e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
786.5,6.96e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
786.6,6.98e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
786.7,6.97e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
786.8,7.04e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
786.9,7.11e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
787.0,7.16e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
787.1,7.25e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
787.2,7.35e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
787.3,7.5e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
787.4,7.67e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
787.5,7.87e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
787.6,8.04e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
787.7,8.22e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
787.8,8.39e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
787.9,8.6e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
788.0,8.82e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
788.1,8.95e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
788.2,9.19e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
788.3,9.37e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
788.4,9.8e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
788.5,6.28e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
788.6,6.42e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
788.7,6.57e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
788.8,6.81e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
788.9,7.14e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
789.0,7.37e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
789.1,7.64e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
789.2,7.94e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
789.3,1.07e-20,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
789.4,1.03e-20,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
789.5,9.96e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
789.6,9.73e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
789.7,1.02e-20,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
789.8,1.06e-20,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
789.9,1.09e-20,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
790.0,1.12e-20,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
790.1,8.4e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Z
790.2,8.45e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Z
790.3,8.47e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Z
790.4,8.38e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Z
790.5,8.31e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Z
790.6,8.24e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Z
790.7,8.13e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Z
790.8,7.96e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Z
790.9,7.71e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Z
791.0,7.37e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Z
791.1,7.18e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Z
791.2,6.85e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Z
791.3,6.5e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Z
791.4,6.18e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Z
791.5,1.02e-20,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
791.6,9.66e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
791.7,9.12e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
791.8,8.73e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
791.9,8.3e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
792.0,7.84e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
792.1,7.44e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
792.2,7.02e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
792.3,9.05e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
792.4,8.45e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
792.5,7.87e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
792.6,7.3e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
792.7,6.84e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
792.8,6.35e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
792.9,5.86e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
793.0,5.43e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
793.1,5.03e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
793.2,4.73e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
793.3,4.52e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
793.4,4.3e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
793.5,4.06e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
793.6,3.97e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
793.7,3.97e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
793.8,3.99e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
793.9,4.05e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
794.0,6.03e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
794.1,5.92e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
794.2,5.71e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
794.3,5.6e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
794.4,5.56e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
794.5,5.43e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
794.6,5.22e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
794.7,5.05e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
794.8,4.95e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
794.9,5.04e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
795.0,5.14e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
795.1,5.3e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
795.2,5.49e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
795.3,5.72e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
795.4,5.99e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
795.5,6.22e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
795.6,6.39e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
795.7,6.61e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
795.8,6.87e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
795.9,7.2e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
796.0,7.42e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
796.1,7.75e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
796.2,8.02e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
796.3,8.35e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
796.4,8.73e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
796.5,9.05e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
796.6,9.2e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
796.7,9.41e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
796.8,4.3e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
796.9,4.34e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
797.0,4.45e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
797.1,4.53e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
797.2,4.59e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
797.3,4.72e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
797.4,4.78e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
797.5,4.82e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
797.6,4.95e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
797.7,5.03e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
797.8,5.14e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
797.9,5.28e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
798.0,5.38e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
802.0,8.08e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
802.1,7.72e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
802.2,7.52e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
802.3,7.43e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
802.4,7.4e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
802.5,7.36e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
802.6,7.43e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
802.7,7.39e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
802.8,7.42e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
802.9,7.42e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
803.0,7.47e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
803.1,3.69e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
803.2,3.75e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
803.3,3.85e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
803.4,4e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
803.5,4.09e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
803.6,4.19e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
803.7,4.33e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
803.8,4.51e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
803.9,4.64e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
804.0,4.76e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
804.1,4.96e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
804.2,5.2e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
804.3,5.37e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
804.4,5.51e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
804.5,5.72e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
804.6,5.92e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
804.7,6.09e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
804.8,6.26e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
804.9,6.44e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
805.0,6.54e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
805.1,6.72e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
805.2,6.93e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
805.3,7.15e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
805.4,7.37e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
805.5,7.52e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
805.6,7.68e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
805.7,7.83e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
805.8,2.94e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
805.9,2.92e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
806.0,2.93e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
806.1,2.89e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
806.2,2.87e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
806.3,2.86e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
806.4,2.84e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
806.5,8.57e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
806.6,2.8e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
806.7,2.77e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
806.8,2.74e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
806.9,8.64e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
807.0,8.66e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
807.1,8.55e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
807.2,8.49e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
807.3,8.37e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
807.4,8.29e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
807.5,2.5e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
807.6,8.03e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
807.7,7.95e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
807.8,7.81e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
807.9,7.72e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
808.0,7.64e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
808.1,7.47e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
808.2,7.38e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
808.3,7.33e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
808.4,7.27e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
808.5,7.14e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
808.6,7.04e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
808.7,6.94e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
808.8,6.81e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
808.9,6.71e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
809.0,6.67e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
809.1,6.72e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
809.2,6.62e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
809.3,6.56e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
809.4,6.53e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
809.5,6.56e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
809.6,6.64e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
809.7,6.68e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
809.8,6.72e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
809.9,6.68e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
810.0,6.69e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
810.1,6.74e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
810.2,6.75e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
810.3,6.71e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
810.4,6.82e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
810.5,6.95e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
810.6,7.1e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
810.7,7.34e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
810.8,7.42e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
810.9,7.5e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
811.0,7.66e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
811.1,7.77e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
811.2,7.79e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
811.3,7.84e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
811.4,7.93e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
811.5,8.02e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
811.6,7.96e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
811.7,7.9e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
811.8,7.88e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
811.9,7.83e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
812.0,7.81e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
812.1,7.87e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
812.2,7.7e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
812.3,7.6e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
812.4,7.49e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
812.5,7.36e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
812.6,7.15e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
812.7,7.05e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
812.8,6.86e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
812.9,6.71e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
813.0,6.63e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
813.1,6.47e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
813.2,6.37e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
813.3,6.26e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
813.4,6.03e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
813.5,5.9e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
813.6,5.8e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
813.7,5.74e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
813.8,5.68e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
813.9,5.52e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
814.0,5.37e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
814.1,5.25e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
814.2,5.23e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
814.3,5.11e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
814.4,4.98e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
814.5,4.85e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
814.6,4.75e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
814.7,4.61e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
814.8,4.52e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
814.9,4.44e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
815.0,4.41e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_X
