frequency,amb,flag,darm
102.7,1.5433333333333334e-21,1,1.8033333333333334e-20
103.0,1.269e-21,1,1.8433333333333335e-20
103.3,1.165e-21,1,1.7899999999999998e-20
103.60000000000001,1.4533333333333333e-21,1,1.8699999999999998e-20
103.89999999999999,1.4599999999999999e-21,1,1.9400000000000003e-20
104.2,1.4966666666666668e-21,1,2.1e-20
104.5,2.3066666666666663e-21,1,1.9466666666666668e-20
104.8,6.07e-22,1,1.8733333333333333e-20
105.10000000000001,1.866e-21,1,1.9000000000000002e-20
105.39999999999999,1.764e-21,1,1.676666666666667e-20
105.7,7e-22,1,1.7433333333333335e-20
106.0,5.946666666666667e-22,1,1.9533333333333333e-20
106.3,7.493333333333334e-22,1,1.853333333333333e-20
106.60000000000001,3.248333333333333e-21,1,1.81e-20
106.89999999999999,1.3433333333333333e-21,1,1.8833333333333334e-20
107.2,1.7833333333333334e-21,1,1.7933333333333334e-20
107.5,1.3333333333333333e-21,1,1.89e-20
107.8,4.713666666666667e-21,1,1.8433333333333335e-20
108.10000000000001,8.056666666666667e-21,1,1.9066666666666667e-20
108.39999999999999,8.356666666666666e-21,1,1.9933333333333334e-20
108.7,8.826666666666667e-21,1,1.9533333333333333e-20
109.0,1.1433333333333333e-20,1,2.03e-20
109.35,9.1975e-21,1,1.9349999999999998e-20
109.7,1.0306666666666667e-20,1,1.95e-20
110.0,5.593333333333333e-21,1,1.8666666666666665e-20
110.3,7.156666666666667e-21,1,1.8133333333333334e-20
110.60000000000001,7.463333333333333e-21,1,1.8300000000000003e-20
110.89999999999999,7.759999999999999e-21,1,1.7366666666666664e-20
111.2,8.44e-21,1,1.876666666666667e-20
111.5,7.899999999999999e-21,1,1.9366666666666668e-20
111.8,8.483333333333333e-21,1,1.846666666666667e-20
112.15,6.9e-21,1,1.7775e-20
112.5,7.85e-21,1,1.9666666666666666e-20
112.8,1.121e-20,1,2.0533333333333333e-20
113.10000000000001,9.92e-21,1,1.8433333333333335e-20
